content,pubTime,title
"
                                                    在日前召开的国家自然科学基金及雅砻江水电开发联合研究基金重点项目评审会上，以河海大学为依托单位的《高应力及复杂加载路径下土石料工程特性试验研究》项目经过评审获得通过，使河海大学获得2006年国家自然科学基金资助的科研项目达到24项。

    在国家自然科学基金委员会于此前公布的2006年基金资助项目中，河海大学共有《基于粒子微观结构的粒状材料力学性能研究》、《随机波环境中浮力射流的三维模拟》、《西部长输水系统远距离输电水电站的振动特性和稳定性研究》等23个项目入选国家自然科学基金是国家科技创新体系的重要组成部分，主要资助自然科学基础研究和部分应用研究。资助项目评审的主要标准是整体研究方案所体现的研究价值，其中源头创新是重要的标准之一。（河海大学党办 钱熊）
                                            /n",2006-10-11,河海大学获24项国家自然科学基金项目
"
                                                
   第21届中日河工坝工会议于2006年10月9日在水利部太湖流域管理局隆重召开。源于1985年的中日河工坝工会议是中日政府间的水利科技交流合作的纽带和桥梁,会议每年召开一次，轮流在两国召开，至今已经成功举办了21届。该会议的召开为中日两国的水利科研和管理人员搭建了在河工坝工领域进行广泛而有益地技术和经验交流平台，为促进中日水利界的相互了解和合作起到了积极的作用。中国水科院作为会议秘书处，主要负责会议的组织筹备工作，水利部太湖流域管理局承办此次会议。

    本次会议的主题是河流管理机制、环境友好型河流整治、泥沙灾害对策三个议题。中日双方共有7位代表在会议上交流发言。由来自水利部、水利部流域委、各省水利厅等单位的20多位领导及专家组成的中方代表团参加了会议，会议由会议秘书长匡尚富院长主持。在开幕式上，叶建春局长代表太湖流域管理局致欢迎词，中方代表团团长水利部国际科技与合作司高波司长和日方代表团团长日本国土交通省河川局日比 文男次长分别代表中日双方在会议上致辞。

    会后在秘书处工作人员的陪同下，日方代表团进行了为期一周的技术参观考察，主要考察了太湖流域整治工程、南水北调东线江都水利枢纽和泰州引江河工程以及上海市新江湾城河道整治工程等。

                                            /n",2006-10-16,第21届中日河工坝工会议在上海成功举行
"
                                                
    中国水利报 （记者  王鑫 王凯）以著名水利水电工程专家、工程教育学家、两院资深院士张光斗先生的名字命名的“张光斗科技教育基金”成立仪式今天下午在京举行。张光斗和基金委员会名誉主任、中国工程院院士钱正英，基金委员会名誉副主任、水利部部长汪恕诚，基金委员会名誉副主任、两院院士潘家铮出席成立仪式。

　　张光斗科技教育基金旨在弘扬张光斗先生为水利水电工程建设和科技教育事业不懈奋斗的精神，促进我国水利水电事业发展，鼓励水利水电科技人才的成长。基金将重点支持人才培养、学术交流、成果奖励及重大项目研究。基金将设立奖项，定期评选，奖励在水利水电专业做出贡献的专家以及在水利水电院系品学兼优的在校本科生、研究生和到水利水电行业工作的优秀毕业生，还将积极组织和支持有关学术交流和其他教育活动，开展科学普及工作。
                                            /n",2006-10-20,张光斗科技教育基金成立
"
                                                
                                            /n",2006-10-24,水电2006国际研讨会在春城隆重召开
"
                                                    南水北调工程重大关键技术专家咨询会日前在河海大学召开，国务院南水北调建设委员会办公室有关负责人和各有关单位的专家出席了会议。由河海大学副校长徐辉教授主持的《南水北调东线一期工程低扬程大流量水泵机组技术研究及应用》和河海大学水利水电工程学院刘斯宏教授主持的《南水北调中线工程土袋技术在膨胀土地基处理中的应用研究》这两项重大关键技术的研究方案及项目进展情况得到与会专家的一致肯定。前者根据东线工程主要依靠泵站提水、泵站建设规模巨大的状况，研究工程所需水泵设备及技术引进内容与消化吸收的途径和方法，将使我国低扬程大流量水泵机组的制造能力得到较大提高，缩小与国外先进水平的差距，并为泵站建设的评估与考核提供依据；后者则针对中线工程约有300多公里输水干渠因穿越膨胀土地质而极易造成滑坡或漏水的危害，提出了用土袋技术来攻克这一世界性难题的研究方案。

    南水北调工程是世界最大的调水工程，是我国投资最多、工期最长、影响范围最广的水利工程，对我国国民经济和社会发展具有重大而深远的意义。河海大学充分发挥水利学科突出、相关学科齐全的优势，全面介入南水北调的总体规划及东、中、西线工程的设计与建设，积极组织力量开展科技攻关，并已取得成效。如公共管理学院施国庆教授领衔的《南水北调工程经济社会问题研究》项目，综合运用经济学、社会学、管理学的理论，在开展社会心理与公众意愿调查和对调水工程实例研究的基础上，进行了南水北调工程对地区经济发展和财政、税收影响的分析与评价，还首次提出了粮食产能理论，并运用该理论分析了南水北调工程对中国粮食安全的作用，对整个工程的决策和实施具有十分重要的意义。该项目获江苏省哲学社会科学奖。另外，河海大学已经完成或正在进行的南水北调工程项目还有水利经济研究所胡维松教授的《南水北调东、中、西线投入产出经济比较评价分析研究》、商学院章仁俊教授的《南水北调东线工程对江苏经济的影响分析》、环境科学与工程学院阮晓红教授的《南水北调东线工程水环境保护规划》、东部资源环境与可持续发展研究中心郑垂勇教授的《南水北调东线一期工程管理体制及方案研究》、土木工程学院卓家寿教授的《南水北调中线穿黄工程输水盾构隧道结构计算分析》、水利水电工程学院蔡付林教授的《南水北调中线工程天津干线数模仿真及水工模型开发》、土木工程学院王媛教授的《南水北调西线一期工程水文地质条件专题评价》等60多项。（河海大学党办 钱熊）
                                            /n",2006-03-20,南水北调工程重大关键技术专家咨询会在河海大学召开
"
                                                    （中国水利学会网站信息联络员毛兆民8月2日西安报道）陕西省科协计划于2004年10月与省发展和改革委员会、省水利厅等单位联合举办“陕北能源化工基地建设中水资源可持续利用研讨会”，省水利学会、省煤碳学会、省化工学会、省石油学会、省电机工程学会、省水力发电工程学会、省地质学会、省环境科学学会和省气象学会等单位将协助举办研讨会。
 
    陕北是革命老区，是国家新兴的能源化工基地，但又是黄河中游水土流失严重、生态环境脆弱、水资源严重不足的地区。本次研讨会旨在多学科探讨陕北水资源最大利用空间，以及多渠道全面采用节水技术，为解决陕北能源化工基地建设中的水资源瓶颈问题出谋划策。

     据悉，举办单位已于7月初召开了首次筹备工作会议，并于月底下发了研讨会通知，论文征集将于9月中旬截止。
                                            /n",2004-08-09,陕西省将举办“陕北能源化工基地建设中水资源可持续利用研讨会”
"
                                                
    （水利学会通讯员叶志达报道）9月13日，河海大学与中法应用数学研究所联合举办的“中法应用数学研究所研讨会―地表和地下水污染控制中的数学方法研讨会（ISFMA Symposium on Mathematical Methods for Surface and Subsurface Hydrosystem）”在河海大学学术交流中心举行，出席会议的有中法应用数学研究所所长李大潜院士、中法应用数学研究所副所长Alexandre ERN教授（法国）、河海大学副校长严以新教授、河海大学汪德�教授以及来自中法两国相关领域的专家学者约80多人。研讨会开幕式由汪德�教授主持，严以新副校长代表学校致欢迎词，李大潜院士、Alexandre ERN教授代表中法应用数学研究所讲话。开幕式结束后，Alexandre ERN教授作了题为“Finite element nodding of hydrosystems with fully saturated,variably saturated, and overland flows”的报告。

　　在经济社会发展过程中，人类活动对地球环境尤其是地表和地下水带来的污染被各国政府、企业界和学术界普遍关注。中国是一个水资源匮乏的国家，面临保护水资源的自然生态和净化污染水源的双重任务。本次研讨会在中国举办对推动我国利用数学方法控制水资源污染的研究和应用具有特别重要的意义。

　　中法应用数学研究所、河海大学等邀请了法国和中国的著名科学家召开本次研讨会，旨在探讨地表和地下水污染控制中的数学方法的最新进展。与会的应用数学研究人员、环保工程技术人员等将充分交流数学建模方法应用于水污染控制的知识和经验。

　　研讨会于9月14－17日在友谊厅继续举行，本次会一由讲习班（含6门3小时短课程）和报告会两部分组成，期间还将举行有中法双方企业界、学术界人士参加的圆桌会议。短课程内容丰富，包括运用反问题方法建立的疏松介质地下水流动模型、地表水生态毒性评估的数学模型、水和污染物在地表和地下流动耦合作用的数学技术等内容。这些方法和模型，将有利于相关科研人员对水体自然生态的保护和水质的净化基本方法的有更深入的了解。


                                            /n",2004-09-15,中法地表和地下水污染控制中的数学方法研讨会在河海大学举行
"
                                                    在2005年研究生网上报名开始之际，为给报考研究生的人员提供各培养单位学科实力的信息，推动我国学位授权点的建设与发展，教育部学位与研究生教育发展中心昨天公布了第三批全国高校与科研院所共26个一级学科的评估排名，河海大学的应用经济学位列第19名。至此，全国除军事学门类以外的80个研究生教育一级学科的第一轮评估工作全部顺利完成，河海大学共有7个学科的综合水平进入全国前20名，另6个学科是水利工程、测绘科学与技术、地质资源与地质工程、土木工程、工商管理、力学，其中前4个学科还进入了前7名；而在各学科的学术队伍、科学研究、人才培养、学术声誉4个分项中，河海大学有13个分项指标进入全国前六名，其中6个分项指标进入前三名。以上7个学科在江苏省的排名为，水利工程、工商管理、应用经济学均为第一，测绘科学与技术、地质资源与地质工程、土木工程、力学均为第二。学科的总体实力在全国位居前列，在全省名列前茅。

    这次评估是由高等学校与科研院所学位与研究生教育评估所组织进行的，这是我国首次由权威教育评估中介机构开展的研究生教育学科排名，评估采用有关单位提供经确认的数据和对1040位专家调查相结合的办法，因此有关主管部门、高校及专家普遍认为，该学科排名比目前社会上各种版本的大学综合排名更客观、更准确，同时也能反映一所大学的综合实力。该所今后将定期对全国的一级学科进行评估。(河海大学党办 钱熊)
                                            /n",2004-10-09,河海大学7个学科进入全国前20名
"
                                                    （中国水利学会网站信息联络员毛兆民9月16日西安报道）8月26日，陕西省水利厅和陕西省质量技术监督局联合召开了《陕西省取用水户代码编制规定》地方标准审定会。标准由水利厅提出，厅水资源与科技处和西安理工大学水利水电学院共同起草完成。

    来自陕西省质量技术监督局、省标准化研究院、省水利防汛抗旱信息中心、省水资源管理办公室、省水利学会水资源专业委员会和水利厅的专家在听取编写人汇报的基础上，经质疑、评议、文本修改，一致同意通过审定，建议按规定程序报请省质量技术监督局发布实施。

    标准规定取用水户代码由各级水行政主管部门按照管理权限统一编制，由省水行政主管部门审核确定，并统一发布。

    该标准是在现有国标、行标的基础上编制而成的，确定了陕西省境内取用水户信息代码编制的原则和格式，规定了编码对象、方法，代码各要素内容等，具有规范性、唯一性和完整性。取用水户代码采用16位数字和英文字母混合编码，分别代表取用水户所在的行政区域、流域、管理权限、取水目的、水源类型和用水户顺序码，可满足省、市、县三级取用水户代码编制要求。

    对取用水户进行编码是水资源管理信息工作的基础。标准的制定对促进陕西省水资源管理的规范化、科学化、标准化和信息化有着十分重要的作用。
                                            /n",2004-10-09,《陕西省取用水户代码编制规定》通过陕西省地方标准审定
"
                                                    7月29日，在建军77周年即将到来之际，黄委副主任廖义伟带领防办、办公室、河南河务局等部门的负责人，在新乡市局局长张俊峰有关人员陪同下，慰问为新乡、濮阳黄河防汛工作做出突出贡献的驻新乡某集团军，并带来了三万余名黄河职工最真挚的节日问候。

    在座谈会上，廖义伟副主任首先充分肯定了源远流长的军民抗洪史和情深意重的军民鱼水情，表达了探望部队官兵的热切愿望；二是简要分析了当前的防汛形势，指出在日益严峻的形势下，请部队参与抢险的机率会越来越大；三是对该集团军全面勘察黄河防汛责任段，扎实有序的准备工作予以充分肯定，并已把这些情况报告给了国家防总；四是去年兰考蔡集、渭河流域的抢险有力地证明了在防汛的关键时期，能上的去、抢得下是人民子弟兵，也只能是人民子弟兵，人民子弟兵才是防汛抢险的中流砥柱。

    该集团军副军长马秋星在讲话中，首先对河务部门在建军77周年之际前来慰问表示热烈的欢迎和衷心的感谢，同时指出，济南军区对今年的黄河防汛准备工作高度重视，要求所属部队要求确保人民生命财产安全和确保经济建设成果为使命，尽最大努力减轻滩区人民群众抗洪抢险的压力，做真正的“人民子弟兵”。并强调：该集团军坚决执行上级命令，坚持按照“宁可信其有，不可信其无”的原则认真落实了各项备汛工作，一旦发生险情，将争取在最短的时间内赶到现场，以军人忘我的牺牲精神，义无反顾地承担起急、难、险、重的抢险任务。

    临别之际，廖义伟副主任再次表达了谢意，并代表李国应主任诚挚地邀请该集团军军长及全体官员经常到黄委会走一走、看一看，进一步加强相互之间的交流往来，还要求新乡市河务局充分利用和驻军距离近的优势，及时主动为该集团军提供黄河防汛信息，共保黄河安澜。
                                            /n",2004-08-01,黄委副主任廖义伟一行八一前夕慰问驻新乡子弟兵
    2010年5月24日，由国际大坝委员会主办的“促进非洲水电发展圆桌会议”在越南河内国际会展中心召开，来自国际大坝委员会各成员国的代表、相关国际组织、政府机构的代表出席了圆桌会议。/n,2010-06-03,促进非洲水电发展圆桌会议在越南河内召开
"
                                                    由河海大学主办的《水资源保护》杂志，继今年上半年入选《中文核心期刊要目总览（2004版）》即全国中文核心期刊后，日前经多项学术指标综合评价和多位同行专家评议，从今年起被收录为国家科技部“中国科技论文统计源期刊”即中国科技核心期刊。此举意味着今后发表在《水资源保护》上的文章都将正式进入《中国科技论文与引文数据库》，而该数据库是目前对国内科技论文进行统计分析的主要依据。

    至此，河海大学主办的期刊中，已有《河海大学学报（自然科学版）》、《水利水电科技进展》和《水资源保护》成为全国中文核心期刊暨中国科技核心期刊。(河海大学党办 钱熊)
                                            /n",2004-09-02,河海大学主办的《水资源保护》入选中国科技核心期刊
"
                                                　　新华网北京１０月１５日电（记者张晓松）我国水资源相对短缺，而用水效率相对低下。为了逐步建立适应资源节约型社会的节水标准体系，目前，国家标准化管理委员会正在加快制定一批急需的节水标准。 

　　这批节水标准大致分为９类：一是节水方面的基础标准；二是节水型企业、节水型城市评价指标体系标准；三是煤炭、水泥、电解铝、医药、味精、合成氨等取水量较大的行业取水定额标准；四是服务业取水、用水技术指导原则；五是雨水等非传统水资源利用标准；六是节水灌溉相关标准；七是节水型产品标准；八是企业水平衡测试、企业用水与节水状况的统计与分析标准；九是城镇污水再生利用、工业用水水质和农业灌溉用水水质标准。 

　　目前，我国水资源严重短缺，人均水资源拥有量仅为世界平均水平的四分之一，全国６６９座城市中有４００座供水不足、１１０座严重缺水。与此同时，我国水资源利用相对粗放，用水效率不高，用水浪费严重。２００２年我国每万元国内生产总值取水量为５３７立方米，是世界平均水平的４倍。多数城市供水管网跑冒滴漏损失率高达２０％，仅城市便器水箱漏水一项每年就损失水资源上亿立方米。今后，随着我国人口的增加、经济的快速增长和城镇化进程的加快，水资源需求量将持续上升，水资源供需矛盾将更加突出。 

　　国家标准化管理委员会主任李忠海在１５日召开的节水标准推进会上表示，节水标准是评价水资源利用效率、评价用水单元的供水、取水、水资源替代等过程是否科学合理的尺度。发达国家和我国节水管理的实践均证明，节水标准的实施有助于推动节水管理，提高用水效率。
                                            /n",2004-10-18,我国正在加快制定9大类节水标准
